gid,id_no,name,name_other,components,part_of,rec_type,rec_note,country,state_prov,latitude,longitude,loc_note,dep_type,dep_note,dep_form,commods,hree_note,lree_note,ree_ratio,ree,status,stat_note,ree_mins,sig_mins,oth_mins,age_mzn,age_ma,host_age,hage_ma,host_lith,host_unit,assoc_rock,alteration,company,comments,ref_list,discov_yr,expl_note,mine_meth,p_status,pstat_note,p_years,p_refs,p_note,rr_ore_mt,rr_treo_mt,rr_treogrd,rr_ree_grd,rr_cutoff,rr_hm_mt,rr_hm_pct,rr_min_mt,rr_min_pct,rr_mon_mt,rr_mon_pct,rr_oth_grd,rr_yr_est,rr_refs,rr_regcode,rr_note,region,geom
555,3158.00000000,Argal,,,,intrusion or complex(?),,Mongolia,Dundgovi,45.0830000000,106.950000000,,alkaline igneous,"granitoid-related Zr-Nb-REE, rare metal bearing pegmatite, alkaline granite-related REE",pegmatite,"Zr, Nb, REE",,,,,Showing,,,"zircon, pyrochlore, elpidite, armstrongite",,,,,,,,,,,,Dejidmaa and others (1999); Yoo and Koh (2011),,,,No production,,,,,,,,,,,,,,,,,,,,,East Asia,0101000020E6100000D0CCCCCCCCBC5A40B8C876BE9F8A4640
556,3159.00000000,Armastrongitovy,,,,intrusion or complex(?),,Mongolia,Ömnögovi,42.9500000000,107.033000000,,other igneous deposit,granitoid-related Zr-Nb-REE,,"Zr, Nb, REE",,,,,Showing,,,,,,,,,,,,,,,Dejidmaa and others (1999),,,,No production,,,,,,,,,,,,,,,,,,,,,East Asia,0101000020E61000002C3108AC1CC25A40A099999999794540
557,3160.00000000,Arsain gol,,,,intrusion or complex(?),,Mongolia,Khövsgöl,50.7500000000,99.9000000000,,other igneous deposit,granitoid-related Zr-Nb-REE,,"Zr, Nb, REE",,,,,Showing,,,,,,,,,,,,,,,Dejidmaa and others (1999),,,,No production,,,,,,,,,,,,,,,,,,,,,East Asia,0101000020E61000009C99999999F958400800000000604940
558,3161.00000000,Artbedsonitovee,,,,intrusion or complex(?),,Mongolia,Ömnögovi,42.9500000000,107.217000000,,other igneous deposit,granitoid-related Zr-Nb-REE,,"Zr, Nb, REE",,,,,Showing,,,,,,,,,,,,,,,Dejidmaa and others (1999),,,,No production,,,,,,,,,,,,,,,,,,,,,East Asia,0101000020E6100000DCCEF753E3CD5A40A099999999794540
559,3162.00000000,Avdrant,,,,intrusion or complex,,Mongolia,Töv,47.6620000000,108.027000000,,alkaline igneous,alkaline igneous-affiliated; peralkaline granitoid-related,,"Nb, Ta, REE",,,,,Occurrence,,,,"albite, microcline (amazonite)",,,Mesozoic(?),,"peralkaline pyroxenite, granite",,,,Black Ridge Mining NL,Main ore body is about 550 m long and 200 m wide and may contain as much as 20–25 Mt ore with an HREE grade of 300–400 ppm.,Ariunbileg and others (2003); Black Ridge Mining (2012),,,,No production,,,,,,,,,,,,,,,,,,,,,East Asia,0101000020E6100000803F355EBA015B40E0F97E6ABCD44740
560,3163.00000000,Barlagyngol,,,,intrusion or complex(?),,Mongolia,Govi-Altay,45.8830000000,93.4000000000,,other igneous deposit,other igneous-affiliated,pegmatite,"REE, Be, U, Th, Zr",,,,,Showing,,,,,,,,,,,,,,,Dejidmaa and others (1999),,,,No production,,,,,,,,,,,,,,,,,,,,,East Asia,0101000020E61000009C99999999595740202FDD2406F14640
561,3164.00000000,Bayan Khoshu,,,,intrusion or complex,,Mongolia,Ömnögovi,44.4000000000,104.050000000,,carbonatite,carbonatite-affiliated barite veins,vein,"Ba, REE, Sr, P, Fe",,,,,Showing,,,"barite, celestine, fluorite",,Upper Jurassic(?),,Upper Jurassic(?),,"carbonatite, alkaline syenite",,,,,,Ariunbileg and others (2003); Dejidmaa and others (1999); Yoo and Koh (2011),,,,No production,,,,,,,,,,,,,,,,,,,,,East Asia,0101000020E61000003833333333035A403833333333334640
562,3165.00000000,Bayan Khushuu,,,,intrusion or complex,,Mongolia,Ömnögovi,44.3000000000,104.583000000,,carbonatite,carbonatite,,"Sr, REE",,,,,Showing,,,,,,,,,,,,,,,Dejidmaa and others (1999),,,,No production,,,,,,,,,,,,,,,,,,,,,East Asia,0101000020E610000060643BDF4F255A407066666666264640
563,3166.00000000,Bayangol,,,,district or area,,Mongolia,Bulgan,49.5000000000,103.583300000,,metamorphic(?),"albitic Ta-Nb-Zr-REE, granitoid-related Nb-Zr-REE",,"Ta, Nb, Zr, REE, U, Th",,,,,Showing,,,,,,,,,albite metasomatite,,,,,,Dejidmaa and others (1999); Dril and others (2010),,,,No production,,,,,,,,,,,,,,,,,,,,,East Asia,0101000020E610000074F085C954E559400800000000C04840
564,3168.00000000,Berh,,,,site(?),,Mongolia,Khövsgöl,50.3167000000,100.050000000,,metamorphic(?),albitic Ta-Nb-Zr-REE,,REE,,,,,Showing,,,,,,,,,,,,,,,Mongolia Geologic Information Center (2003),,,,No production,,,,,,,,,,,,,,,,,,,,,East Asia,0101000020E61000003833333333035940585227A089284940
565,3169.00000000,Berill Uul,,,,district or area(?),,Mongolia,Dzavhan,47.9000000000,95.5170000000,,other igneous deposit,Be-Mo greisen,,"Be, Mo, Ta, Nb, REE",,,,,Showing,,,,,,,,,,,,,,,Dejidmaa and others (1999),,,,No production,,,,,,,,,,,,,,,,,,,,,East Asia,0101000020E610000010022B8716E157403833333333F34740
566,3172.00000000,Bor Ovoo-Har Had,,,,intrusion or complex(?),,Mongolia,Ömnögovi,42.5170000000,105.717000000,,other igneous deposit,granitoid-related Zr-Nb-REE,,"Cu, REE, Zr(?), Nb(?)",,,,,Showing,,,,,,,,,,,,,,,Dejidmaa and others (1999),,,,No production,,,,,,,,,,,,,,,,,,,,,East Asia,0101000020E6100000DCCEF753E36D5A402004560E2D424540
567,3173.00000000,Bulgat,,,,site(?),,Mongolia,Bayan-Ölgiy,46.5850000000,91.3950000000,,other igneous deposit,igneous,pegmatite,"Be, REE",,,,,Deposit,,allanite,beryl,"quartz, feldspar, muscovite",Upper Permian(?),,,,pegmatite,,Permian Indertyn granite,,,Deposit is reported to contain 0.39 kg/m3 allanite.,Ariunbileg and others (2003),,,,Past producer,Small past producer.,1956,Ariunbileg and others (2003),0.021 t allanite produced.,,0.001923,,,,,,,,,,,,Ariunbileg and others (2003),Not compliant,,East Asia,0101000020E6100000E47A14AE47D956408014AE47E14A4740
568,3174.00000000,Central,,,,intrusion or complex(?),,Mongolia,Ömnögovi,42.9830000000,107.150000000,,other igneous deposit,granitoid-related Zr-Nb-REE,,"Zr, Nb, REE",,,,,Showing,,,,,,,,,,,,,,,Dejidmaa and others (1999),,,,No production,,,,,,,,,,,,,,,,,,,,,East Asia,0101000020E61000009C99999999C95A40F0FBA9F1D27D4540
569,3176.00000000,Dolinny,,,,intrusion or complex(?),,Mongolia,Ömnögovi,43.1330000000,107.000000000,,other igneous deposit,granitoid-related Zr-Nb-REE,,"Zr, Nb, REE",,,,,Showing,,,,,,,,,,,,,,,Dejidmaa and others (1999),,,,No production,,,,,,,,,,,,,,,,,,,,,East Asia,0101000020E61000000400000000C05A40202FDD2406914540
570,3177.00000000,Dorozhnee,,,,intrusion or complex(?),,Mongolia,Ömnögovi,43.1670000000,107.117000000,,other igneous deposit,granitoid-related Zr-Nb-REE,,"Zr, Nb, REE",,,,,Showing,,,,,,,,,,,,,,,Dejidmaa and others (1999),,,,No production,,,,,,,,,,,,,,,,,,,,,East Asia,0101000020E6100000786891ED7CC75A405037894160954540
571,3179.00000000,Dund Khem Gol,,,,intrusion or complex(?),,Mongolia,Khövsgöl,50.6500000000,99.5330000000,,other igneous deposit,granitoid-related Zr-Nb-REE,,"Zr, Nb, REE",,,,,Showing,,,,,,,,,,,,,,,Dejidmaa and others (1999),,,,No production,,,,,,,,,,,,,,,,,,,,,East Asia,0101000020E61000002C3108AC1CE258403833333333534940
572,3180.00000000,Gun Ondoriin Tsokhio,,,,intrusion or complex(?),,Mongolia,Selenge,50.0500000000,104.783000000,,other igneous deposit,albititic Ta-Nb-Zr-REE,,"Ta, Nb, Zr, REE",,,,as much as 2% REE reported,Showing,,,,,,,,,,,,,,,Dejidmaa and others (1999),,,,No production,,,,,,,,,,,,,,,,,,,,,East Asia,0101000020E61000002C3108AC1C325A407066666666064940
573,3184.00000000,Janchivlan,,"Buural khangai, Urt Gozgor",,intrusion or complex,,Mongolia,Töv,47.5667000000,107.600000000,,alkaline igneous,alkaline metasomatite,,"Ta, Nb, REE",,,,,Showing,,,,,,,Mesozoic,,"albite-polylithionite-trilithionite granite, microcline (amazonite)-albite granite",Janchivlan pluton,,,,,Ariunbileg and others (2003); Dril and others (2010); Rodionov and others (2003),,,,No production,,,,,,,,,,,,,,,,,,,,,East Asia,0101000020E61000006C66666666E65A40585227A089C84740
574,3186.00000000,Khagiin Ulaan,,,,intrusion or complex(?),,Mongolia,Uvs,49.5000000000,93.0830000000,,other igneous deposit,granitoid-related Zr-Nb-REE,,"Zr, Nb, REE",Y present,,,,Showing,,,,,,,,,,,,,,,Dejidmaa and others (1999),,,,No production,,,,,,,,,,,,,,,,,,,,,East Asia,0101000020E610000060643BDF4F4557400800000000C04840
575,3187.00000000,Khalzan Buregtei,"Khalzanburegtei, Khalzanburged, Khaldzan Buragtag, Khalzan Buregte, Khalzan buregtee, Khalza Burget, Khaldzan-Buregtey, Halzan Buregtei",,,intrusion or complex,,Mongolia,Hovd,48.3667000000,91.9333000000,In western Mongolia.,alkaline igneous,"alkaline granite-related REE, peralkaline granite; syenite-metasomatite",,"Nb, Zr, REE, Ta",,,LREE>HREE,,Deposit,,"fergusonite-(Y), allanite-(Ce), allanite-(Nd), bastnäsite-(Ce), synchysite-(Ce), sunchysite-(Y), pyrochlore-(Ce), britholite-(Ce), britholite-(Y), monazite-(Ce), chevkinite-(Ce), kainosite-(Y), gadolinite-(Y), xenotime-(Y)","columbite-(Fe), pyrochlore, tantalite, fersmite, titanite, zircon, gittinsite, elpidite, catapleiite-(Ca), fluorite, polylithionite, ilmenite, bertrandite, neptunite, magnetite","quartz, albite, microcline, amphibole, arfvedsonite, aegirine, aenigmatite",Devonian,,Devonian,"391–395 Ma (U-Pb, zircon)","nordmarkite, alkaline granite, peralkaline granite, gabbro, basalt, pantellerite dikes, syenite",Khalzan Buegtei pluton,,metasomatic alteration,Boshgo Uul,,Ariunbileg and others (2003); Czarnecki (2011); Dejidmaa and others (1999); ESCAP (1999); Gerel (1998); Kempe and others (2015); Kovalenko and Yarmolyuk (1995); Kovalenko and others (1995); Kovalenko and others (2007); Mongolia Geologic Information Cente,1984,,,No production,,,,,,1) >1.2; 2) 0.4899,1) 0.3,,,,,,,,,,,1) Kovalenko and others (1995); 2) Ariunbileg and others (2003); 3) Czarnecki (2011),Not compliant,3) 0.1 Mt Y +1.0 Mt other REO,East Asia,0101000020E6100000D856EC2FBBFB5640C0B88D06F02E4840
576,3188.00000000,Khan Bogdo,"Khan Bogd, Kahn Bogd, Khan Bogt",,,intrusion or complex,,Mongolia,Ömnögovi,43.0698000000,107.157600000,In southern Mongolia; location is near center of pluton.,alkaline igneous,"alkalic igneous, pegmatite",,"Ta, Nb, REE, Li, Ba, Ta, Hf, Th",,,,0.3–4.5% TREO reported; average grade is about 0.8%,Occurrence,,"polylithionite, synchysite, monazite, pyrochlore, titanite","elpidite, armstrongite, pyrochlore, titanite","microcline, quartz, arfvedsonite",Permian,"290 ± 2 Ma (U-Pb, zircon)",Permian: Cisuralian,290–287 Ma,"peralkaline granite, riebeckite-arfvedsonite granite, pegmatite",,"syenite, alkaline rhyolite",,,,Ariunbileg and others (2003); ESCAP (1999); Gerel (1998); Kovalenko and others (1976); Kovalenko and others (2007); Kovalenko and Yarmolyuk (1995); Möller (1989a); Rodionov and others (2003); Vladykin (2013); Yarmolyuk and Kuzmin (2012),,,,No production,,,,,,,,,,,,,,,,,,,,,East Asia,0101000020E610000064764F1E16CA5A4068A1D634EF884540
577,3189.00000000,Khandagait,,,,intrusion or complex,,Mongolia,Uvs,50.6670000000,92.1670000000,,carbonatite,Fe-REE carbonatite,,"Fe, REE",,,,,Showing,,,,,,,,,,,,,,,Dejidmaa and others (1999),,,,No production,,,,,,,,,,,,,,,,,,,,,East Asia,0101000020E6100000AC9BC420B00A57405037894160554940
578,3190.00000000,Kharaa gol,,,,site(?),,Mongolia,Selenge,48.9667000000,105.883300000,,unclassified,,,REE,,,,0.03–4.7% TREE,Showing,,,,,,,,,,,,,,,Mongolia Geologic Information Center (2003),,,,No production,,,,,,,,,,,,,,,,,,,,,East Asia,0101000020E6100000A823B9FC87785A4090855AD3BC7B4840
579,3192.00000000,Khargait 1,,,,site,,Mongolia,Bayan-Ölgiy,46.6617000000,91.3500000000,,other igneous deposit,"igneous, greisen","pegmatite, stockwork, vein","Be, Nb, REE",,,,,Deposit,small deposit,,"beryl, beryl (aquamarine), columbite, fluorite","quartz, feldspar, muscovite, tourmaline",Upper Permian(?),,,,,,Permian Indertyn granite,,,,Ariunbileg and others (2003),,,,Past producer,Small past producer.,,Ariunbileg and others (2003),1.631 t of REE produced.,,,,,,,,,,,,,,,,,East Asia,0101000020E61000006C66666666D65640B8E1E995B2544740
580,3193.00000000,Khashaatyn Khhar,,,,intrusion or complex,,Mongolia,Uvs,49.5000000000,92.5330000000,,other igneous deposit,granitoid-related Ta-Nb-REE,,"Zr, REE",Y,,,,Showing,,,,,,,,,,,,,,,Dejidmaa and others (1999),,,,No production,,,,,,,,,,,,,,,,,,,,,East Asia,0101000020E61000002C3108AC1C2257400800000000C04840
581,3194.00000000,Khatuugiin,,,,intrusion or complex,,Mongolia,Hovd,48.8778000000,91.9375000000,,alkaline igneous,alkalic igneous metasomatic,,"REE, Zr, Ta, Nb, Sn",,,,,Occurrence,,,,"albite, quartz, mica",,,,,"metasomatite, subalkaline granite",Bayan Ulzii granite,Lower Cambrian volcanic rock,,,Three mineralized metasomatic bodies occur along the Altankhukhii fault zone.,Ariunbileg and others (2003); Dejidmaa and others (1999); Rodionov and others (2003),,,,No production,,,,,,,,,,,,,,,,,,,,,East Asia,0101000020E61000000400000000FC5640E8361AC05B704840
582,3197.00000000,Khoit Khuldiin Gol,Khoit Khuldin,,,site(?),,Mongolia,Hovd,45.8667000000,93.3500000000,Generalized location is the same as for North Khuld (ID_No 3222); but there is insufficient information to determine if these records are for the same occurrence.,unclassified,,,REE,,,,up to 1.25% TREE,Showing,,,,,,,,,,,,,,,Mongolia Geologic Information Center (2003),,,,No production,,,,,,,,,,,,,,,,,,,,,East Asia,0101000020E61000006C66666666565740C0B88D06F0EE4640
583,3198.00000000,Khokh Tolgai,,,,site(?),,Mongolia,Uvs,50.2330000000,94.3000000000,,unclassified,,,"Ta, REE, Nb, Zr",,,,0.05–0.2% TREO,Deposit,,,,,,,,,,,,,,,Mongolia Geologic Information Center (2003),,,,No production,,,,,,,,,,,,,,,,,,Mongolia Geologic Information Center (2003),Not compliant,Reserve of 0.100 Mt REE reported at 0.1–0.2 TREE.,East Asia,0101000020E61000003833333333935740F0FBA9F1D21D4940
584,3199.00000000,Kholboo Khudag,,,,site(?),,Mongolia,Govi-Altay,45.7170000000,93.9170000000,,unclassified,,,REE,,,,0.08–50% TREE,Showing,,,,,,,,,,,,,,,Mongolia Geologic Information Center (2003),,,,No production,,,,,,,,,,,,,,,,,,,,,East Asia,0101000020E6100000AC9BC420B07A5740B89DEFA7C6DB4640
585,3200.00000000,Khondlon 1,,,,intrusion or complex,,Mongolia,Uvs,50.0000000000,91.4000000000,,alkaline igneous,"alkaline syenite-related REE, granitoid-related Mo",,"Mo, REE",,,,,Showing,,zircon,"zircon, pyrochlore, eudialyte, fluorite",,,,,,"alkaline syenite, nepheline syenite",,,,,,Dejidmaa and others (1999); Yoo and Koh (2011),,,,No production,,,,,,,,,,,,,,,,,,,,,East Asia,0101000020E61000009C99999999D956400800000000004940
586,3201.00000000,Khondlon 2,,,,intrusion or complex,,Mongolia,Uvs,49.8167000000,91.3667000000,,alkaline igneous,"alkaline syenite-related REE, granitoid-related Mo",,"Mo, REE",,,,,Showing,,zircon,"zircon, pyrochlore, eudialyte, fluorite",,,,,,"alkaline syenite, nepheline syenite",,,,,,Dejidmaa and others (1999); Yoo and Koh (2011),,,,No production,,,,,,,,,,,,,,,,,,,,,East Asia,0101000020E610000060DC460378D75640585227A089E84840
587,3202.00000000,Khotgor,,,,intrusion or complex,,Mongolia,Ömnögovi,44.1167000000,104.666700000,,carbonatite,,vein,"REE, Sr, P(?)",,,,deposit reported to contain 15.17% REE,Occurrence,,bastnäsite,"celestine, apatite, magnetite, fluorite, fayalite",,,,,,"leucocratic trachyte, breccia, carbonatite",,,,QGX,Deposit is reported to contain 0.1% Sr.,Ariunbileg and others (2003); Dejidmaa and others (1999); Mongolia Geologic Information Center (2003); Rodionov and others (2003); Yoo and Koh (2011),,,,No production,,,,,200,,0.7,,,,,,,,,,,,,,East Asia,0101000020E6100000940F7A36AB2A5A40C0B88D06F00E4640
588,3203.00000000,Khujirtyn Davaa,,,,intrusion or complex,,Mongolia,Khövsgöl,49.8000000000,100.033300000,,other igneous deposit,granitoid-related Zr-Nb-REE,,"Zr, Nb, REE",,,,,Showing,,,,,,,,,,,,,,,Dejidmaa and others (1999),,,,No production,,,,,,,,,,,,,,,,,,,,,East Asia,0101000020E610000040BD5296210259407066666666E64840
589,3204.00000000,Khuld,,,,site(?),,Mongolia,Hovd,46.0917000000,92.8833000000,Generalized location is the same as for Angirt (ID_No 3155); but limited descriptive information suggests these records may be for different groups of pegmatites.,metamorphic(?),pegmatite,,"Be, Nb, REE, Ta",,,,,Deposit,very small deposit,"fergusonite, euxenite, samarskite",beryl,,Upper Permian(?)–Triassic,,,,metamorphic rock,,Permian Indertyn granite leucogranite complex,,,10 pegmatite bodies occur in an area of 4 km2.,Ariunbileg and others (2003); Kamitani and others (2012),,,,No production,,,,,,,,,,,,,,,,,,Ariunbileg and others (2003),Not compliant,"Geologic resource of 27 kg fergusonite, 10 t beryl at 0.1% Nb, 0.23% REE, 0.1% Y.",East Asia,0101000020E6100000A823B9FC8738574090855AD3BC0B4740
590,3206.00000000,Khuldin Gol,,,,site(?),,Mongolia,Govi-Altay,45.8833000000,95.2833000000,,unclassified,,,REE,,,,0.08-1.28% TREE,Showing,,,,,,,,,,,,,,,Mongolia Geologic Information Center (2003),,,,No production,,,,,,,,,,,,,,,,,,,,,East Asia,0101000020E610000040BD529621D25740504772F90FF14640
630,3256.00000000,Zanadnee,,,,intrusion or complex,,Mongolia,Ömnögovi,42.9830000000,107.000000000,,other igneous deposit,granitoid-related Zr-Nb-REE,,"Zr, Nb, REE",,,,,Showing,,,,,,,,,,,,,,,Dejidmaa and others (1999),,,,No production,,,,,,,,,,,,,,,,,,,,,East Asia,0101000020E61000000400000000C05A40F0FBA9F1D27D4540
591,3207.00000000,Khurdet,,,,district or area,,Mongolia,Govi-Altay,45.8472000000,93.4556000000,,other igneous deposit,pegmatites,pegmatite,"Nb, REE, Zr",deposit reported to contain 0.1% Y,,,deposit reported to contain 0.23% REE,Occurrence,,"fergusonite, samarskite",beryl,,Upper Permian,,,,metamorphic rock,,Permian Indertyn granite,,,10 pegmatite bodies occur in an area of 4 km2.,Ariunbileg and others (2003); Kamitani and others (2012); Rodionov and others (2003),,,,No production,,,,,,,,,,,,,,,,,,,,,East Asia,0101000020E6100000B403E78C285D5740F095B20C71EC4640
592,3208.00000000,Khuriin char tolgod 1,,,,site(?),,Mongolia,Dornogovi,42.8917000000,108.166700000,,unclassified,,,REE,,,,,Showing,,,,,,,,,,,,,,,Mongolia Geologic Information Center (2003),,,,No production,,,,,,,,,,,,,,,,,,,,,East Asia,0101000020E6100000940F7A36AB0A5B40F8EBC03923724540
593,3209.00000000,Khuriin char tolgod 2,,,,site(?),,Mongolia,Dornogovi,42.8750000000,108.183300000,,unclassified,,,REE,,,,,Showing,,,,,,,,,,,,,,,Mongolia Geologic Information Center (2003),,,,No production,,,,,,,,,,,,,,,,,,,,,East Asia,0101000020E6100000DC56EC2FBB0B5B400800000000704540
594,3211.00000000,Lagerny,,,,intrusion or complex,,Mongolia,Ömnögovi,43.0170000000,107.050000000,,other igneous deposit,granitoid-related Zr-Nb-REE,,"Zr, Nb, REE",,,,,Occurrence,,,,,,,,,,,,,,,Dejidmaa and others (1999),,,,No production,,,,,,,,,,,,,,,,,,,,,East Asia,0101000020E61000003833333333C35A402004560E2D824540
595,3212.00000000,Lugin Gol,"Lugiyn gol, Luugin gol",,,intrusion or complex,,Mongolia,Dornogovi,42.9639000000,108.601400000,In Gobi desert. Exploration visible on Google Earth.,carbonatite,carbonatite-related,dike,"REE, Sr, Ba, F, P",0.03–0.3% Y,"50.7% Ce, 33.0% La, 5.0% Nd",,,Deposit,small deposit,"bastnäsite, synchysite, parisite","fluorite, barite, rutile, pyrite",carbonate,Middle Triassic,230 Ma,,,"carbonatite, nepheline syenite",Lugingol pluton,ijolite,,REO,20 carbonatite dike zones with 400 separate mineralized pods.,Ariunbileg and others (2003); Dejidmaa and others (1999); ESCAP (1999); Kovalenko and others (1976); Kovalenko and Yarmolyuk (1995); Mongolia Geologic Information Center (2003); Neary and Highley (1984); Vladykin (2013); Yoo and Koh (2011),,,,No production,,,,,1) 0.72; 2) 0.014 reserves,1) 0.023,1) 3.2; 2) 0.5–3.5,,,,,,,,,,,1) ESCAP (1999); 2) Ariunbileg and others (2003),Not compliant,,East Asia,0101000020E610000024F46C567D265B40B04E4013617B4540
596,3213.00000000,Maikhan Uul,,,,intrusion or complex,,Mongolia,Bayan-Ölgiy,48.8500000000,91.0111000000,,alkaline igneous,albite syenite- or nepheline syenite-related,,"Ta, Nb, REE, Zr",Y,,,,Deposit,small deposit,,fluorite,quartz,Middle Triassic,244 ± 5 Ma (K-Ar),,,nepheline syenite,,,albitization,,Mineralization is albite-altered zone that is 500 m long and 1–7 m wide.,Ariunbileg and others (2003); Rodionov and others (2003),,,,No production,,,,,,,,,,,,,,,,,,Ariunbileg and others (2003),Not compliant,0.001123 Mt Y + 0.00072 Mt Ce +0.001206 Mt La reserve,East Asia,0101000020E6100000183FC6DCB5C05640D8CCCCCCCC6C4840
597,3214.00000000,Maikhant,,,,intrusion or complex,,Mongolia,Bayan-Ölgiy,48.8330000000,91.1000000000,,alkaline igneous,"alkaline syenite-related REE, granitoid-related Zr-Nb-REE",pegmatite,"Zr, Nb, REE",,,,,Showing,,zircon,"zircon, pyrochlore, eudialyte, fluorite",,,,,,"alkaline syenite, nepheline syenite",,,,,,Dejidmaa and others (1999); Yoo and Koh (2011),,,,No production,,,,,,,,,,,,,,,,,,,,,East Asia,0101000020E61000006C66666666C65640B8C876BE9F6A4840
598,3215.00000000,Mogoi chuluut,,,,site(?),,Mongolia,Khentii,47.5111000000,110.501100000,,unclassified,,,"Pb, REE, Zn",,,,,Deposit,small deposit,,,,,,,,,,,,,,Mongolia Geologic Information Center (2003),,,,No production,,,,,,,,,,,,,,,,,,Mongolia Geologic Information Center (2003),Not compliant,0.008 Mt REE reserve reported.,East Asia,0101000020E6100000A801BC0512A05B40307E8CB96BC14740
